site,zone,transect,name,family,genus,species,length.mm,weight.g
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,65.67,8.398331678
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,83.879,18.11942244
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,106.85,38.76461004
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,106.894,38.8147878
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,108.736,40.95537736
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,111.243,43.99614824
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,111.564,44.39627237
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,112.261,45.27360542
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,113.328,46.63944958
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,113.82,47.27860345
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,120.6859567,56.83178886
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,123.883,61.69765563
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,129.365,70.68938777
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,129.659,71.19538442
LHO,5,6,Pomacentridae_Abudefduf_saxatilis,Pomacentridae,Abudefduf,saxatilis,133.683,78.37133133
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,38.536,2.168897908
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,40.093,2.442557926
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,40.629,2.541836487
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,41.541,2.71687746
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,43.503,3.120303453
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,44.191,3.270699902
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,45.527,3.576401845
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,46.054,3.702041474
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,46.527,3.817283034
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,48.756,4.39261778
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,53.409,5.774076715
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,53.529,5.813084026
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,53.786,5.897214878
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,53.903,5.935783062
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,53.996,5.966559501
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,55.579,6.506858994
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,56.217,6.733520827
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,56.465,6.823028846
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,56.494,6.833547016
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,57.339,7.144791399
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,57.512,7.209657302
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,58.662,7.650852101
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,58.674,7.655548276
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,58.701,7.666121695
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,62.438,9.225420276
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,62.811,9.391745886
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.508,9.707882659
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.687,9.790200481
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,63.88479082,9.88169946
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,64.084,9.974429044
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,65.721,10.75849937
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,66.574,11.18286713
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,67.69,11.75473255
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,68.848,12.36839072
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,69.37,12.65185755
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,69.644,12.8023687
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,70.611,13.34308634
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,71.118,13.63257245
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,73.172,14.8482061
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,73.466,15.02790335
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,73.816,15.24371192
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,75.089,16.04605114
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,75.765,16.48333529
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,75.837,16.53037264
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,75.992,16.6319371
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,76.165,16.74578647
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,77.833,17.87024558
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,79.09,18.75011504
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,79.264,18.87413968
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,79.314,18.90987983
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,79.92,19.34664379
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,81.072,20.19537263
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,81.099,20.21555679
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,82.436,21.23195288
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,84.121,22.56069583
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,86.156,24.23794484
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,88.008,25.83483338
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,88.129,25.94153896
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,96.01,33.54197408
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,101.533,39.66987805
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,104.046,42.68894047
LHO,5,6,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,150.896,130.2184113
LHO,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,106.8,46.16926577
LHO,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,107.441,47.00557131
LHO,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,107.771,47.44002923
LHO,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,112.36,53.76187435
LHO,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,113.754,55.78780071
LHO,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,119.769,65.11371591
LHO,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,121.942,68.72253183
LHO,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,125.318,74.58982282
LHO,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,125.375,74.69164907
LHO,5,6,Pomacentridae_Chromis_multilineata,Pomacentridae,Chromis,multilineata,127.839,79.1825173
LHO,5,6,Pomacentridae_Stegastes_partitus,Pomacentridae,Stegastes,partitus,61.5759,5.601368303
LHO,5,6,Scaridae_Scarus_coeruleus,Scaridae,Scarus,coeruleus,159.0681,71.59453181
LHO,5,6,Scaridae_Scarus_coeruleus,Scaridae,Scarus,coeruleus,159.789,72.58876344
LHO,5,6,Scaridae_Scarus_coeruleus,Scaridae,Scarus,coeruleus,206.062,157.6685397
LHO,5,6,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,121.89,32.54532959
LHO,5,6,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,126.293,36.26736132
LHO,5,6,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,126.361,36.32698226
LHO,5,6,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,137.9360306,47.46611227
LHO,5,6,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,155.754,68.76783197
LHO,5,6,Scaridae_Sparisoma_chrysopterum,Scaridae,Sparisoma,chrysopterum,143.027,51.53824902
LHO,5,6,Serranidae_Hypoplectrus_puella,Serranidae,Hypoplectrus,puella,98.308,9.369418682
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,131.506,69.36438557
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,147.075,97.03231893
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,158.953,122.4915207
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,158.996,122.5909569
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,159.903,124.7009249
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,160.445,125.9732698
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,162.325,130.4536017
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,169.7216452,149.1116369
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,169.7216452,149.1116369
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,169.7216452,149.1116369
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,169.7216452,149.1116369
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,169.7216452,149.1116369
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,169.7216452,149.1116369
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,170.173,150.3044383
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,171.785,154.6163999
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,174.476,161.9969835
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,178.95,174.7812929
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,179.212,175.5501072
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,181.376,181.986553
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,183.372,188.0610708
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,187.637,201.4908279
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,188.332,203.7380732
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,190.891,212.1564298
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,194.609,224.796012
LHO,15,1,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,208.139,275.017437
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,189.728,119.3673292
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,198.438,136.5119846
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,203.938,148.1398809
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,208.584,158.4611014
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,208.877,159.1275817
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,220.584,187.3090618
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,222.984,193.4687713
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,227.265,204.7881635
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,228.839,209.0582586
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,235.998,229.2283822
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,241.155,244.5334949
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,246.9192419,262.4289608
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,250.395,273.6296821
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,251.175,276.1861994
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,258.848,302.1875017
LHO,15,1,Carangidae_Caranx_ruber,Carangidae,Caranx,ruber,268.178,335.9369048
LHO,15,1,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,119.265,22.34779922
LHO,15,1,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,127.709,28.15145982
LHO,15,1,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,132.274,31.69419583
LHO,15,1,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,145.487,43.70538802
LHO,15,1,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,149.275,47.66611299
LHO,15,1,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,152.263,50.96351617
LHO,15,1,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,159.921,60.14290416
LHO,15,1,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,160.624,61.03986552
LHO,15,1,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,161.16,61.73004475
LHO,15,1,Lutjanidae_Lutjanus_mahogoni,Lutjanidae,Lutjanus,mahogoni,250.2717255,271.4722361
LHO,15,1,Lutjanidae_Ocyurus_chrysurus,Lutjanidae,Ocyurus,chrysurus,175.066,102.8151595
LHO,15,1,Lutjanidae_Ocyurus_chrysurus,Lutjanidae,Ocyurus,chrysurus,188.744,126.531133
LHO,15,1,Lutjanidae_Ocyurus_chrysurus,Lutjanidae,Ocyurus,chrysurus,190.032,128.92773
LHO,15,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,37.209,1.952464765
LHO,15,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,60.839,8.534644012
LHO,15,1,Pomacentridae_Chromis_cyanea,Pomacentridae,Chromis,cyanea,89.415,27.09382695
LHO,15,1,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,90.38,13.06507248
LHO,15,1,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,141.607,51.42710968
LHO,15,1,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,151.076,62.6573592
LHO,15,1,Scaridae_Scarus_iserti,Scaridae,Scarus,iserti,203.429,155.338441
LHO,15,1,Scaridae_Sparisoma_aurofrenatum,Scaridae,Sparisoma,aurofrenatum,178.617,100.9414618
LHO,15,2,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,151.421,105.8907853
LHO,15,2,Acanthuridae_Acanthurus_coeruleus,Acanthuridae,Acanthurus,coeruleus,169.7216452,149.1116369
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,52.767,1.42553031
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,54.358,1.575859712
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,57.349,1.888113448
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,58.102,1.973096133
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,59.245,2.107185863
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,59.248,2.107546004
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,59.401,2.125970682
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,60.874,2.309196037
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,61.16,2.346016583
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,61.271,2.360417698
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,62.708,2.552514976
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,63.634,2.681973444
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,63.671,2.687240169
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,63.79,2.70422844
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,65.889,3.016455592
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,66.941,3.182104989
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,67.639,3.295481061
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,67.699,3.305357584
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,68.253,3.397537302
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,68.775,3.486033975
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,69.912,3.684388517
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,70.064,3.711493678
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,73.383,4.338983804
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,75.493,4.774615486
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,81.139,6.090506563
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,81.204,6.106989098
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.358,6.671145828
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
LHO,15,2,Labridae_Clepticus_parrae,Labridae,Clepticus,parrae,83.73544127,6.773642568
